# mu_0 sigma_0 logL logPrior
-8.814916197324434988e-02 9.097803218362733313e-01 -1.328184516768258163e+02 -3.377065155691561849e+00
-7.301202724028457713e-02 8.885242069076322302e-01 -1.328184296472554138e+02 -3.353423881813179186e+00
-2.784560541017064295e-02 8.811979190308041332e-01 -1.328184074366236018e+02 -3.345144243306893195e+00
-8.836315939000810582e-02 9.141816505859798880e-01 -1.328183257139124009e+02 -3.381891284041879775e+00
-8.672769134604696450e-02 9.218903878774156180e-01 -1.328181645317820312e+02 -3.390288321222664436e+00
-8.174683443946459405e-02 9.301537097751901850e-01 -1.328180746134114827e+02 -3.399211841717304505e+00
-6.683979075132157055e-03 9.355223876611155065e-01 -1.328179151948222909e+02 -3.404967066551898736e+00
-8.777731781696782032e-02 9.083975915075203078e-01 -1.328177405194215055e+02 -3.375544148770094566e+00
-8.638878912292760615e-02 9.224531181020239057e-01 -1.328175516640538092e+02 -3.390898544036631712e+00
-7.386370302127910625e-02 8.892580075149187913e-01 -1.328174256279748704e+02 -3.354249405483071378e+00
4.751336151574581113e-03 9.190858807349781001e-01 -1.328173935759411393e+02 -3.387241558089735705e+00
4.574847634420932396e-03 9.067821617952011026e-01 -1.328172785840542645e+02 -3.373764236741145339e+00
-8.382624682712588871e-02 9.271377356874431763e-01 -1.328171928999475995e+02 -3.395964126614681611e+00
-6.790184580111333079e-02 8.858303759410980360e-01 -1.328171207440584851e+02 -3.350387472898880503e+00
-8.774781418150161272e-02 9.174952645303682264e-01 -1.328169606198763972e+02 -3.385509408539567389e+00
-8.044599561634183105e-03 9.363205053489844776e-01 -1.328168196593140351e+02 -3.405819828008765704e+00
-5.276279704459422258e-03 8.921589742775665188e-01 -1.328166634852148604e+02 -3.357506328883537172e+00
-2.191567990405161176e-02 8.830216938893191703e-01 -1.328166302659510620e+02 -3.347211758592201658e+00
-8.753268553603335556e-02 9.181987285130562837e-01 -1.328165524201217238e+02 -3.386275836952788332e+00
-4.400210708196108239e-02 9.459957109757025639e-01 -1.328165011570117429e+02 -3.416100025088242287e+00
-1.262471962327967046e-02 8.870778972336251789e-01 -1.328164831141942273e+02 -3.351794789359974658e+00
-7.138700061878471004e-02 8.878402461162679948e-01 -1.328163612223816870e+02 -3.352653813684423945e+00
2.046423955872650469e-03 9.011253108845181936e-01 -1.328162270213886416e+02 -3.367506317619645362e+00
-2.076133757053724022e-02 9.426566399000976260e-01 -1.328162237078491899e+02 -3.412564091592550142e+00
-7.999720435697185023e-03 8.900977766259875468e-01 -1.328160842845680634e+02 -3.355193307968344918e+00
-1.455469434777023792e-02 9.400447641122759990e-01 -1.328159917850792056e+02 -3.409789485425189781e+00
-6.831602832465769048e-03 8.910216994700710380e-01 -1.328158707506926248e+02 -3.356230771136149205e+00
-4.607443560185844889e-03 8.929162966488095599e-01 -1.328158334440573469e+02 -3.358354833626182145e+00
-5.808390046894617437e-02 8.823171822181382629e-01 -1.328157328445051917e+02 -3.346413598286418711e+00
-5.149493825378037570e-02 8.808939363433614389e-01 -1.328157254093822530e+02 -3.344799218512037875e+00
-8.298318738100386727e-02 8.984534753731965306e-01 -1.328156275314248091e+02 -3.364536914451598637e+00
-7.629111043792430324e-02 9.348393105012775539e-01 -1.328154343807186422e+02 -3.404236643991515265e+00
4.887205783259653685e-03 9.099088076200912978e-01 -1.328153373924377547e+02 -3.377206372981868654e+00
-4.279219509418207001e-02 8.801806587795573122e-01 -1.328151407664898898e+02 -3.343989170368952379e+00
-7.945272111127148207e-02 9.319291135286398298e-01 -1.328150593726711577e+02 -3.401118743246300369e+00
3.881537680421418869e-03 9.205200147784077247e-01 -1.328149366605932755e+02 -3.388800733712582058e+00
-7.857213356139246263e-02 9.327436774235452477e-01 -1.328148671638181213e+02 -3.401992423551683409e+00
-2.939501311399926597e-02 8.813376069107594635e-01 -1.328147359476434417e+02 -3.345302751181703727e+00
-7.034779671593693884e-02 9.386811849137736141e-01 -1.328146750164015089e+02 -3.408337885271748302e+00
-5.817514998554275396e-02 9.435520251577115269e-01 -1.328143682378133690e+02 -3.413513493789090525e+00
4.401903327432818251e-03 9.082423782918875865e-01 -1.328142988407554412e+02 -3.375373269323874048e+00
-6.107678525907220962e-02 8.834266417049354558e-01 -1.328142361133544682e+02 -3.347670246751238476e+00
3.198117267418865151e-03 9.044036233566892236e-01 -1.328140861631153200e+02 -3.371137736659956641e+00
-2.310427349587692442e-02 8.829985553928704212e-01 -1.328139325236176944e+02 -3.347185554479922054e+00
-7.647192954610970705e-02 8.918779912931403819e-01 -1.328137665804040068e+02 -3.357191332062090083e+00
-1.221228042528807456e-02 9.384228866173515149e-01 -1.328137168605350666e+02 -3.408062675919246498e+00
1.252942019883324098e-03 9.005858758363963767e-01 -1.328136527257843795e+02 -3.366907514583713734e+00
-5.309184891089979708e-02 8.814311154281769811e-01 -1.328136180795017935e+02 -3.345408843962135226e+00
-6.425370111286621277e-02 8.847003352810396404e-01 -1.328135513537650922e+02 -3.349110973365332367e+00
-8.650652147110129975e-02 9.064178824364086395e-01 -1.328134593183461618e+02 -3.373362428496266219e+00
-1.334498201038120113e-02 9.389941106392293291e-01 -1.328133957469806319e+02 -3.408671197137856268e+00
-8.607020698783909851e-02 9.211578144638153942e-01 -1.328132380122856091e+02 -3.389493362684684374e+00
3.542613714939843450e-03 9.204617843482499895e-01 -1.328130330454629586e+02 -3.388737473521520549e+00
-1.896604459472525650e-02 9.414713829839120862e-01 -1.328127442142370001e+02 -3.411305942402963254e+00
-3.804387489758687124e-02 9.454380989770174715e-01 -1.328126027125593964e+02 -3.415510406765988272e+00
1.825639229669134833e-03 9.243224647434906682e-01 -1.328125373146562538e+02 -3.392922988476195556e+00
9.221662091313856911e-04 9.004161922567089915e-01 -1.328124485707533609e+02 -3.366719082173561972e+00
-5.474386486677330910e-02 8.819242377471079308e-01 -1.328123576313208787e+02 -3.345968143970381004e+00
-6.242878943881282477e-02 8.841760779020388927e-01 -1.328122167789341574e+02 -3.348518215849381363e+00
-6.133533271996484404e-02 8.838064071801701171e-01 -1.328120630491478664e+02 -3.348100032150871819e+00
-7.568916626144771287e-02 9.346307380306768664e-01 -1.328120085863456268e+02 -3.404013508593727089e+00
-8.617295127462298865e-02 9.201329958770677608e-01 -1.328119700927533700e+02 -3.388380210230097944e+00
-7.989266944667477999e-02 8.955190329989999309e-01 -1.328119550194488738e+02 -3.361265465220768078e+00
-1.875615313267117723e-02 8.848227396329395589e-01 -1.328118525775255989e+02 -3.349249320645263595e+00
-6.144987027980204630e-02 8.838973663195640595e-01 -1.328116847832787641e+02 -3.348202944347856480e+00
-6.496144246842511238e-02 9.408043081924855056e-01 -1.328115885263990208e+02 -3.410597146319072515e+00
-1.510309962181206889e-02 9.395668505265264425e-01 -1.328114233510599433e+02 -3.409280961651101283e+00
4.161003705845121858e-03 9.101009273930363852e-01 -1.328111655946537439e+02 -3.377417492483004047e+00
2.380669069187990594e-03 9.225749817199619951e-01 -1.328111349864750537e+02 -3.391030643507774389e+00
3.045777965618584604e-03 9.206858508284483378e-01 -1.328108073479302504e+02 -3.388980872233306130e+00
-8.096147724285319980e-02 9.292007502520660545e-01 -1.328107759464748483e+02 -3.398186798212097237e+00
-6.358424186727949790e-02 8.848241243382966026e-01 -1.328107375859893295e+02 -3.349250885596311456e+00
-8.608020534223129183e-02 9.195948065994606901e-01 -1.328106257012343860e+02 -3.387795135316042483e+00
-7.225098003032041916e-02 9.368066669140070468e-01 -1.328105458262529055e+02 -3.406338918845883690e+00
-2.801554365988055684e-02 8.821496620045096160e-01 -1.328105274139923324e+02 -3.346223716323285746e+00
-6.658782550614351925e-02 9.398943776137893558e-01 -1.328104032016615292e+02 -3.409629494609030420e+00
-5.360502726592995121e-02 8.819756062032619859e-01 -1.328100766180882886e+02 -3.346026388157367748e+00
-4.616261371140304576e-02 8.809759957237379702e-01 -1.328099257500560100e+02 -3.344892368839360142e+00
4.098200319679539544e-03 9.145624152828101261e-01 -1.328099248911135533e+02 -3.382307706120221802e+00
-8.444806183983587233e-02 9.028145016398896328e-01 -1.328098688607733209e+02 -3.369379097672895895e+00
-2.506021631589182286e-02 8.829654449648580705e-01 -1.328098494328696972e+02 -3.347148056062049903e+00
-5.004931975282608109e-02 9.445569218609465301e-01 -1.328098221403940329e+02 -3.414577941685177365e+00
2.046017382935534645e-04 9.001566972196221039e-01 -1.328095561176194792e+02 -3.366430846090035178e+00
-8.002390307472427577e-02 9.299834612019058921e-01 -1.328095326372440468e+02 -3.399028792234270568e+00
-7.586783215079323517e-02 8.921894571877835300e-01 -1.328094880123562120e+02 -3.357540495876577324e+00
-4.137470119548367770e-02 8.808516929308419785e-01 -1.328094562700074732e+02 -3.344751262198906616e+00
-8.393765525518320780e-02 9.020276018501811599e-01 -1.328092478027262473e+02 -3.368507110214217448e+00
-8.153831902413949395e-02 9.280304160921390988e-01 -1.328092149943641118e+02 -3.396926498109402282e+00
-1.584005955849602382e-02 8.865208378608071538e-01 -1.328090746738318444e+02 -3.351166620902123139e+00
-1.758740948913427998e-02 8.857175023611555398e-01 -1.328090389255458206e+02 -3.350260043568318302e+00
-7.259146255430742878e-02 8.898226431244152801e-01 -1.328089707457948236e+02 -3.354884155378475619e+00
-7.570933913811001004e-03 9.343831276117334772e-01 -1.328087031042153683e+02 -3.403748544887524652e+00
-8.597944476073676734e-02 9.077481386941453900e-01 -1.328086212581276584e+02 -3.374828949730437788e+00
2.912304692165528126e-03 9.066068837240419676e-01 -1.328084325716500587e+02 -3.373570921277882384e+00
-2.873778321655119650e-03 8.963040861539316451e-01 -1.328084196512304516e+02 -3.362141727165123051e+00
2.004856561145518246e-03 9.040960127973846072e-01 -1.328083385277022330e+02 -3.370797553498045218e+00
-4.156277380598235455e-02 8.809897439268914443e-01 -1.328083324415041204e+02 -3.344907974367713699e+00
-8.122221933790685355e-02 9.281817335477450248e-01 -1.328082761042402069e+02 -3.397089537076656285e+00
-6.196626254517872967e-02 9.413941193642916261e-01 -1.328078916636899294e+02 -3.411223872154645065e+00
-2.339211534507153883e-02 8.837168598438787104e-01 -1.328078657069889914e+02 -3.347998706937180380e+00
-6.654585284151785796e-02 9.394966914514205625e-01 -1.328078586031855366e+02 -3.409206287140557734e+00
-7.925684717004567725e-02 9.304003552700814694e-01 -1.328077964926904428e+02 -3.399476972949951659e+00
-3.439627454356883329e-02 9.444552202075990888e-01 -1.328075868599927105e+02 -3.414470264607639471e+00
-1.538794068784266056e-03 8.981857676698756787e-01 -1.328075444748538416e+02 -3.364238905036143201e+00
-4.515051702007158441e-02 9.446689100931677796e-01 -1.328072012755415869e+02 -3.414696496312642271e+00
-6.380659429372462221e-02 9.405610559036060581e-01 -1.328070482939235717e+02 -3.410338555090726587e+00
-5.060399184168488940e-02 8.818414221465649128e-01 -1.328069914284160120e+02 -3.345874236256349832e+00
-1.298062094679951380e-02 8.883831726034210341e-01 -1.328068813241110320e+02 -3.353265140501016983e+00
-7.580351102505904215e-02 9.334777558079098148e-01 -1.328068740148264624e+02 -3.402779123789021920e+00
-7.853529191478461624e-02 9.309359086927059268e-01 -1.328068579324863379e+02 -3.400052423445138139e+00
-2.118214170569686708e-02 8.845949340023335772e-01 -1.328068515567213410e+02 -3.348991828437223539e+00
-8.537036934419044154e-02 9.068804872912314963e-01 -1.328065675244395152e+02 -3.373872664288215528e+00
-7.358154077315369468e-02 9.351311061152716153e-01 -1.328065017236824019e+02 -3.404548729801824880e+00
-6.409082865282945962e-02 9.403035964447866712e-01 -1.328061612851550990e+02 -3.410064787959097732e+00
-5.696465551749296807e-03 8.939031657969320754e-01 -1.328060588956766424e+02 -3.359459443542526902e+00
-5.697650616751562258e-02 8.832930935676975848e-01 -1.328059581115350625e+02 -3.347519064721824478e+00
-4.136205769642641722e-02 8.813002426388367727e-01 -1.328058163227517809e+02 -3.345260355323770973e+00
-3.199116216404517682e-02 8.820311527257422846e-01 -1.328056528851938936e+02 -3.346089365832728202e+00
-2.061583793935755499e-02 9.409691300093278032e-01 -1.328054963882853485e+02 -3.410772323430108166e+00
-3.498426683962981010e-02 9.442109648121017607e-01 -1.328054088640377302e+02 -3.414211610750439441e+00
-3.554532216087813445e-02 9.442515944403977457e-01 -1.328053134020425148e+02 -3.414254640068763003e+00
-2.717797739749360647e-02 9.428834037711554261e-01 -1.328052012601224021e+02 -3.412804620954854151e+00
-3.677659380738085293e-02 9.443281206135796246e-01 -1.328051390698308296e+02 -3.414335681046397397e+00
-3.429795326005186627e-03 9.296755556690781130e-01 -1.328051115947559424e+02 -3.398697650306801155e+00
-3.535576758190842744e-02 9.441912318390806025e-01 -1.328050108895892549e+02 -3.414190711629419006e+00
-7.149598191139852621e-02 8.898012775402164287e-01 -1.328048500740535474e+02 -3.354860144030963554e+00
-1.134225320942783624e-02 9.362866413057663317e-01 -1.328047258317872092e+02 -3.405783660205730090e+00
2.991872305700152279e-03 9.105312620626804243e-01 -1.328045319063496663e+02 -3.377890223526814673e+00
3.138163274569122016e-03 9.130037933041543763e-01 -1.328045128749861590e+02 -3.380602025254364928e+00
-5.089874304028415425e-02 9.436723830612661068e-01 -1.328044394616871671e+02 -3.413641043966158861e+00
-2.531129193656555393e-02 9.422857899734863318e-01 -1.328043502833062064e+02 -3.412170604846728406e+00
-4.759193746907758316e-02 9.440611627128325800e-01 -1.328042425860934088e+02 -3.414052944954975466e+00
-4.303590147764719404e-02 9.443257065643473336e-01 -1.328040992335464807e+02 -3.414333124676142805e+00
2.217324430476785846e-03 9.190455204411938084e-01 -1.328038829804423244e+02 -3.387197643608143238e+00
2.667377020131367349e-03 9.169139475907026604e-01 -1.328037515741742709e+02 -3.384875616520552910e+00
-7.852710173090612922e-02 8.959456349099076400e-01 -1.328036796416636207e+02 -3.361741725709309403e+00
-3.747764857050228660e-02 8.817084097524798825e-01 -1.328035249183213011e+02 -3.345723390057471214e+00
2.185254581380845131e-03 9.188952659986662219e-01 -1.328035082551978121e+02 -3.387034140579133101e+00
2.175962894270148853e-03 9.188736735496059183e-01 -1.328034306868576664e+02 -3.387010642033046359e+00
-1.867317088678668857e-02 8.860702443533770012e-01 -1.328034132101598459e+02 -3.350658219927237447e+00
6.425333394231708128e-04 9.032813644004763498e-01 -1.328030906546050289e+02 -3.369896083265702558e+00
-2.204102599989424954e-02 9.410852717143226576e-01 -1.328030152674177202e+02 -3.410895743566142446e+00
-1.551484281757829764e-02 8.876326437559126648e-01 -1.328028806751865432e+02 -3.352419957833979502e+00
-9.449265596616074347e-04 9.005531475731056723e-01 -1.328025024277080206e+02 -3.366871172843437954e+00
-8.431998255087788663e-02 9.201031683636129443e-01 -1.328023161161829364e+02 -3.388347793180550127e+00
-7.605362805181148378e-04 9.009628500689120800e-01 -1.328021855733903180e+02 -3.367326014769244757e+00
-6.162211120782114943e-02 9.406209931592289797e-01 -1.328021542025296924e+02 -3.410402278062857562e+00
-8.532450751175386927e-02 9.149433877035340057e-01 -1.328020574318564400e+02 -3.382724181898116633e+00
-4.230904563329296320e-02 9.440489303999576309e-01 -1.328020298052169892e+02 -3.414039987751981808e+00
-7.348194691939916035e-02 9.342978883750933106e-01 -1.328019664055541114e+02 -3.403657315580896459e+00
-8.482808615785411566e-02 9.178796966727615914e-01 -1.328017996687075026e+02 -3.385928322555658454e+00
3.966070557234052663e-04 9.228426104693097098e-01 -1.328017773776908825e+02 -3.391320690326832477e+00
-1.559395181550304876e-02 8.877883990233857991e-01 -1.328016322302057119e+02 -3.352595415107628263e+00
-7.761080066497630381e-02 9.305890681126394171e-01 -1.328015135621484433e+02 -3.399679782101721948e+00
2.553213753771696459e-03 9.134089912001700506e-01 -1.328014222079582396e+02 -3.381045734262647429e+00
-7.339635464752142235e-02 8.917671389920114322e-01 -1.328013721585299436e+02 -3.357067033456510252e+00
-1.142180137504935841e-02 9.356855319547240368e-01 -1.328012741098560525e+02 -3.405141439792105373e+00
-7.937237723532553080e-03 9.330993290986180355e-01 -1.328011498424577326e+02 -3.402373647136022861e+00
-5.601614142731319024e-02 8.836920646416478453e-01 -1.328011185261261460e+02 -3.347970648685477890e+00
-3.190244434742035839e-02 9.431916278695002820e-01 -1.328010290178822288e+02 -3.413131462778130398e+00
-4.231551459618758393e-02 8.819156983027492958e-01 -1.328009735154896873e+02 -3.345958461182068966e+00
-3.524294770820231987e-02 9.435709330748368595e-01 -1.328007299578808897e+02 -3.413533532671075843e+00
-7.525403770999142261e-02 8.934188082107216156e-01 -1.328006583249228925e+02 -3.358917450991535603e+00
-8.504169353584335733e-02 9.150688207550947695e-01 -1.328006348087880042e+02 -3.382861266286053770e+00
-1.079834676972652591e-02 9.351406100622853268e-01 -1.328006146061956656e+02 -3.404558892974300477e+00
-2.350979327488143464e-02 9.411577609570888070e-01 -1.328003986834563079e+02 -3.410972767883984069e+00
-8.435863399762125181e-02 9.185453283142124281e-01 -1.328002048001893058e+02 -3.386653243705767036e+00
-1.896656482729876941e-02 9.394636007222750829e-01 -1.328001488192049919e+02 -3.409171064757959613e+00
-8.108069566267851747e-02 9.258794352176223930e-01 -1.328001066706701181e+02 -3.394606016519443159e+00
-4.247313955937914720e-04 9.023336691918319996e-01 -1.328000373689971241e+02 -3.368846363056205107e+00
-5.025815572294257960e-02 8.827194878072845974e-01 -1.327997532833140895e+02 -3.346869459179220740e+00
-1.975039219267436807e-02 8.861820864322627056e-01 -1.327996177219116589e+02 -3.350784434549265445e+00
-4.257562878575696028e-03 9.291381571567580711e-01 -1.327994684471600522e+02 -3.398119433647880605e+00
-4.731154226912279159e-02 8.824004781797326613e-01 -1.327994025806033846e+02 -3.346507999746239470e+00
-3.302498665531200528e-03 8.981225517487534393e-01 -1.327992625782864877e+02 -3.364168520770296045e+00
-8.467728467527484149e-02 9.101755783275645717e-01 -1.327992604299729180e+02 -3.377499514015815940e+00
-4.318273766322651419e-02 8.821539732361179942e-01 -1.327992593570890847e+02 -3.346228603499758592e+00
7.850942219453545257e-04 9.055528525562399622e-01 -1.327990337533086631e+02 -3.372407633885979195e+00
-7.423087142960430040e-03 8.938205929181851639e-01 -1.327989311998665585e+02 -3.359367065871309066e+00
-6.873460215237212068e-02 9.367783443782183861e-01 -1.327987190981196477e+02 -3.406308685324991981e+00
-2.420673228439589389e-02 8.847909213079809820e-01 -1.327982370596544115e+02 -3.349213359886523911e+00
-5.663302532090364050e-02 8.842669016251039071e-01 -1.327980885452843438e+02 -3.348620931881729046e+00
-2.455891115967732269e-02 8.847122700460864353e-01 -1.327980329947559710e+02 -3.349124463452394007e+00
-1.608404317458907162e-03 9.251029305976993244e-01 -1.327980114969073497e+02 -3.393766997542476460e+00
-3.414861216569191338e-03 9.276958690961357723e-01 -1.327979557219865683e+02 -3.396565941703753033e+00
-3.979467994679410092e-02 9.434533452433948586e-01 -1.327979467583913333e+02 -3.413408904882292205e+00
-2.142191558729063944e-02 8.857922819409727033e-01 -1.327978421871341084e+02 -3.350344468255694430e+00
-2.009805643280779264e-03 9.003684704972931829e-01 -1.327978347781402135e+02 -3.366666081100847308e+00
-4.561441604073818157e-03 8.969792833506070595e-01 -1.327977774682386496e+02 -3.362894756206783242e+00
-6.296954942672960964e-03 9.308533993039148635e-01 -1.327977383734809109e+02 -3.399963788938010545e+00
-8.203841773821098082e-02 9.231029342578109809e-01 -1.327971382070039112e+02 -3.391602739589846038e+00
-4.127576200835256226e-02 8.824295444812995104e-01 -1.327969061506674961e+02 -3.346540939237517165e+00
-8.045941358090616391e-02 9.003641294559541208e-01 -1.327966038237026112e+02 -3.366661259683898066e+00
-1.013493658401230096e-03 9.025817313839369360e-01 -1.327964571907626237e+02 -3.369121237095827670e+00
-5.577559911302247542e-02 8.842944107170285228e-01 -1.327962620035448253e+02 -3.348652040887376558e+00
-1.815624644694352127e-02 8.874066492371769366e-01 -1.327961010588106774e+02 -3.352165321758204364e+00
-5.414170997526199236e-02 8.839303259813294789e-01 -1.327960717233161745e+02 -3.348240232667201610e+00
-6.331259585204515594e-02 8.868611125437637632e-01 -1.327960330637905599e+02 -3.351550378825288057e+00
-7.066338894264612147e-04 9.224447070898346146e-01 -1.327955363673042655e+02 -3.390889425903286014e+00
-6.871266807245883512e-02 9.361842461739033894e-01 -1.327954352997450371e+02 -3.405674291208167226e+00
-6.260151218586869348e-03 9.302526187112001299e-01 -1.327954346054366681e+02 -3.399318172183491971e+00
1.005461113803896023e-03 9.170994547965461985e-01 -1.327953878830069243e+02 -3.385077912977312309e+00
-6.196880257668902631e-02 8.864175991304052982e-01 -1.327953307390758084e+02 -3.351050160309510861e+00
-7.716560923207423095e-02 8.964735969298196494e-01 -1.327952995063673143e+02 -3.362330831233064643e+00
-1.367787661113982478e-02 9.359477069523157722e-01 -1.327952308443069853e+02 -3.405421596175157717e+00
-8.392748632236930739e-02 9.155233130651670992e-01 -1.327951432868944437e+02 -3.383357818533836436e+00
-8.132419081280323203e-02 9.236621959665474169e-01 -1.327951255179427505e+02 -3.392208405915985381e+00
-8.315200742395351813e-03 9.320885862841151726e-01 -1.327951162451690834e+02 -3.401289849728691195e+00
-7.629394792545571291e-02 9.303439388387096942e-01 -1.327951052609657268e+02 -3.399416334385515270e+00
-9.543589070185390377e-04 9.226410332860486285e-01 -1.327947977568461795e+02 -3.391102235739337445e+00
-1.774543963944594238e-04 9.053870128568120013e-01 -1.327944471074158628e+02 -3.372224480703414962e+00
-2.376891012072251258e-02 9.402751115046465991e-01 -1.327942779168317600e+02 -3.410034494156427343e+00
-7.796348415015137701e-02 8.976496091599186489e-01 -1.327942637934935419e+02 -3.363641791812063353e+00
-8.342333176069335887e-02 9.174985474930819063e-01 -1.327942462040457201e+02 -3.385512986712629679e+00
-5.400961020128303147e-02 9.415859998634863448e-01 -1.327942175274442320e+02 -3.411427677280253867e+00
-6.292718782919815013e-02 8.869918145292475797e-01 -1.327941122336852402e+02 -3.351697743901304705e+00
-2.373144177651789408e-02 9.402307310295102694e-01 -1.327940751146076082e+02 -3.409987293585027501e+00
2.952983469735118160e-04 9.189249408927413487e-01 -1.327940138268758403e+02 -3.387066434156019490e+00
-6.461808421218591392e-02 9.380463967588916763e-01 -1.327939879511820038e+02 -3.407661401177531246e+00
-3.713417639225310984e-02 8.829756257366908612e-01 -1.327938734799191138e+02 -3.347159586199722092e+00
4.258279455854330209e-05 9.064145087673417533e-01 -1.327937785876653720e+02 -3.373358706509519855e+00
-8.122219028307947966e-03 8.943108696978201433e-01 -1.327936900941604392e+02 -3.359915433597251422e+00
-8.231771546409707985e-02 9.051749904497918831e-01 -1.327936869924879772e+02 -3.371990274520360042e+00
-8.367596753812742150e-02 9.109851076324452235e-01 -1.327936102556529647e+02 -3.378388539750272201e+00
-1.729873468012708970e-02 8.882126947504764836e-01 -1.327935867864904367e+02 -3.353073225325933215e+00
7.812490710047415021e-04 9.097182332643775071e-01 -1.327935657774810636e+02 -3.376996907688016414e+00
-7.726536878002746023e-03 9.311917740475702532e-01 -1.327934911380988012e+02 -3.400327233125318926e+00
-7.118065307769250172e-02 8.916399267288080965e-01 -1.327934295930716360e+02 -3.356924371395936024e+00
-1.568649540103343211e-03 9.027832331346737904e-01 -1.327932183377137676e+02 -3.369344462599294765e+00
-3.072696210351935284e-03 9.257470243235709217e-01 -1.327932158440110015e+02 -3.394462995346252399e+00
-7.486909101636449182e-02 8.946633598862139269e-01 -1.327931792998615492e+02 -3.360309503212259408e+00
8.050730654022009158e-04 9.112438680813172986e-01 -1.327927569015370466e+02 -3.378672544070322026e+00
-3.575349954597823593e-02 9.424548332154453201e-01 -1.327927485056139858e+02 -3.412349985754989490e+00
-3.999976669569096921e-03 8.990821777736093257e-01 -1.327926016428255593e+02 -3.365236430397164469e+00
-1.701332944200254285e-03 9.028523226528202272e-01 -1.327923998307031184e+02 -3.369420989136401090e+00
-5.098940917910605580e-02 9.418630614513310295e-01 -1.327922469430154990e+02 -3.411721883898881202e+00
-4.252067695286382287e-02 8.830528724754888037e-01 -1.327922280437266238e+02 -3.347247066938481730e+00
-7.502747770214709955e-02 8.950242645962893651e-01 -1.327922227187975466e+02 -3.360712819087086523e+00
-5.201193626763338240e-02 9.416806027051487504e-01 -1.327922135532663503e+02 -3.411528144034788657e+00
-8.206245355852431755e-02 9.053378112309694581e-01 -1.327921085259449114e+02 -3.372170136028619147e+00
-9.509195588919674980e-03 8.934722025654953104e-01 -1.327920111957165830e+02 -3.358977213287576813e+00
-3.552492039828857029e-02 8.833639534863761966e-01 -1.327919899061571698e+02 -3.347599283934528547e+00
-4.150349511349783055e-02 9.426007724987215397e-01 -1.327919639860747338e+02 -3.412504823928596220e+00
-1.877823614863071908e-02 9.379848854019947613e-01 -1.327918885097245720e+02 -3.407595825131434442e+00
-8.336791002492241476e-02 9.114977529100914966e-01 -1.327918283633716499e+02 -3.378951118748699134e+00
-1.774411065788190911e-02 8.882807536831877071e-01 -1.327918196008441782e+02 -3.353149846979454729e+00
-8.335005576390613902e-02 9.113777765755584070e-01 -1.327917831618288460e+02 -3.378819484599503653e+00
-5.919643199982742299e-02 9.397773714415719182e-01 -1.327916687268893838e+02 -3.409504998220310057e+00
-2.950478832256190481e-02 9.413605801175339849e-01 -1.327916581688094766e+02 -3.411188244309158790e+00
-4.058772475800337398e-02 8.831411847148237237e-01 -1.327915146767984425e+02 -3.347347069810814979e+00
-7.231671773352550681e-02 9.329841779327578966e-01 -1.327914729162912124e+02 -3.402250232331087698e+00
-4.490746832689839624e-02 8.832595750547753699e-01 -1.327913918160043352e+02 -3.347481116786818589e+00
-8.294826825197886000e-02 9.090339842772954260e-01 -1.327913332025975706e+02 -3.376244469821257255e+00
-8.300171110361753701e-02 9.165741398055003986e-01 -1.327912603998701400e+02 -3.384504948402850211e+00
-3.999270361118959644e-02 9.424259501385597870e-01 -1.327908882027645916e+02 -3.412319338642299194e+00
-8.124434896025391206e-02 9.041049266747355206e-01 -1.327905625306829052e+02 -3.370807412886077437e+00
-7.580970963561758924e-02 8.962158945152643996e-01 -1.327904309766194331e+02 -3.362043327549286698e+00
-2.409280473954567708e-02 9.397444581282734521e-01 -1.327903477324241521e+02 -3.409469975149245879e+00
-8.462988906974121955e-03 9.311052449056694824e-01 -1.327902995345502291e+02 -3.400234305798385925e+00
-7.771858067340722820e-02 9.274670840329923838e-01 -1.327902968715098382e+02 -3.396319294837592651e+00
-8.311086021116123601e-02 9.125369270361910479e-01 -1.327902907873733227e+02 -3.380090542521671182e+00
-5.764676379656017563e-02 8.856702320722279476e-01 -1.327902337300796489e+02 -3.350206672656891094e+00
-5.850730589723171504e-02 9.397642937470285229e-01 -1.327902236469213619e+02 -3.409491082386693961e+00
2.031275604885709150e-04 9.154916163326530798e-01 -1.327901158266245147e+02 -3.383323196497709517e+00
-3.391311138860240298e-03 9.007734742507491621e-01 -1.327900143233848382e+02 -3.367115799971103662e+00
-1.817721213880363340e-02 8.883745915129157567e-01 -1.327899566252353338e+02 -3.353255481232118917e+00
-4.099898624453276672e-03 9.261135179716734056e-01 -1.327898033093098320e+02 -3.394858806633892279e+00
-4.886569056554905532e-02 9.417933378898081243e-01 -1.327897360888651406e+02 -3.411647853877716852e+00
-8.525679178448618278e-03 8.948161639285998614e-01 -1.327897200014476766e+02 -3.360480283643914046e+00
-8.025107631721206669e-02 9.024363222177055333e-01 -1.327897195246195565e+02 -3.368960120517236145e+00
-3.309762815694028415e-02 8.839925560949809524e-01 -1.327895394657167571e+02 -3.348310631794118919e+00
-7.152899266520514054e-02 9.331518690008214767e-01 -1.327894899257115071e+02 -3.402429952420403136e+00
-1.104026324482344779e-02 9.330183583961627614e-01 -1.327894124111442693e+02 -3.402286867290304606e+00
-7.943519695154178939e-02 9.012560718219967404e-01 -1.327890701333741674e+02 -3.367651415587214814e+00
